goodreads_book_id,tag_id,count
21,22733,34
21,26855,34
21,25151,32
21,32080,32
21,8346,32
21,22816,32
21,21732,32
21,11497,31
21,5444,31
21,603,31
21,12869,31
21,17807,31
21,28235,30
21,26888,29
24,31155,2312
24,21689,1971
24,8717,1558
24,30574,1009
24,21773,702
24,15048,572
24,3461,395
24,11557,366
24,19733,267
24,15067,174
24,22743,150
24,3389,148
24,3371,121
24,3392,117
24,14552,114
24,4522,101
24,19742,94
24,5207,93
24,31186,88
24,1691,85
24,12680,78
24,4949,77
24,4605,67
24,31190,58
24,9221,54
24,17213,50
24,18045,48
24,3379,46
24,7725,43
24,31156,37
24,3377,36
24,3465,36
24,1642,35
24,22753,34
24,11590,31
24,32077,31
24,31162,31
24,21195,31
24,11743,30
24,4615,29
24,3358,27
24,1416,25
24,20849,24
24,19738,24
24,1709,23
24,5858,23
24,15060,21
24,21685,21
24,8683,21
24,24960,20
24,10197,20
24,31191,20
24,2928,19
24,31174,19
24,15169,18
24,30521,18
24,25150,18
24,10210,18
24,2580,18
24,31505,18
24,9477,18
24,10891,18
24,25152,17
24,9484,17
24,3611,17
24,32586,16
24,18284,16
24,30756,16
24,8055,15
24,603,15
24,30755,15
24,12954,15
24,5051,15
24,13053,15
24,22180,15
24,10644,14
24,22689,14
24,25151,14
24,11503,14
24,31173,14
24,2104,13
24,25153,13
24,31192,13
24,1669,13
24,1668,13
24,31175,13
24,31176,13
24,20774,12
24,11978,12
24,21766,12
24,5481,12
24,12869,12
24,10094,11
24,4568,11
24,20159,11
24,14764,10
24,10093,10
24,24997,10
24,25506,10
24,21740,10
25,30574,816
25,15048,603
25,21773,540
25,19733,354
25,10891,154
25,21689,144
25,4605,138
25,22743,115
25,19742,107
25,31155,94
25,8717,91
25,3389,86
25,12680,81
25,2271,73
25,15067,67
25,3392,66
25,31186,64
25,7725,58
25,3611,56
25,18045,51
25,31656,51
25,9221,49
25,3371,48
25,14552,45
25,4949,43
25,5858,42
25,10197,37
25,4615,35
25,27669,32
25,8683,31
25,11743,29
25,22753,29
25,1642,28
25,10210,27
25,28009,26
25,31528,25
25,1416,24
25,31190,24
25,19738,22
25,15060,22
25,32865,22
25,18130,21
25,4521,21
25,3379,20
25,26816,20
25,28601,20
25,20849,19
25,10644,19
25,12940,19
25,31526,19
25,8738,19
25,2497,19
25,11557,18
25,10641,18
25,18318,18
25,12388,18
25,2450,18
25,31099,18
25,920,18
25,9306,18
25,8055,17
25,25149,17
25,3377,17
25,31162,17
25,462,17
25,30521,16
25,32586,16
25,923,16
25,9477,16
25,6524,16
25,5207,15
25,31156,15
25,4522,15
25,31187,15
25,1691,14
25,10093,14
25,17217,14
25,1669,14
25,21685,14
25,30756,13
25,4594,13
25,4587,13
25,6122,13
25,30755,12
25,19737,12
25,4611,12
25,10886,12
25,25147,11
25,2335,11
25,11503,11
25,31505,11
25,487,11
25,1668,11
25,21406,11
25,27535,10
25,25150,10
25,14764,10
25,3358,10
25,25148,10
25,21739,10
26,30574,27858
26,31155,1536
26,21689,1104
26,8717,709
26,21773,390
26,15048,362
26,19733,190
26,15067,126
26,11557,108
26,22743,107
26,4522,89
26,31186,84
26,5207,75
26,19742,67
26,2271,65
26,4605,60
26,12680,48
26,4949,41
26,10891,40
26,7725,38
26,18045,37
26,31656,37
26,3389,36
26,9221,35
26,31190,35
26,3392,32
26,2277,32
26,20849,28
26,30521,28
26,2335,26
26,3371,25
26,1691,24
26,5858,24
26,4615,23
26,25987,23
26,11743,22
26,31162,22
26,17213,21
26,14552,21
26,30756,21
26,1416,20
26,3611,19
26,10644,18
26,10197,18
26,30755,17
26,22753,16
26,8055,16
26,10210,16
26,31191,16
26,8683,16
26,1642,15
26,923,15
26,31156,15
26,31528,15
26,31173,15
26,11590,13
26,9477,13
26,5051,13
26,14764,12
26,3379,12
26,25146,12
26,32077,11
26,31192,11
26,31505,11
26,21685,11
26,20774,10
26,22689,10
26,25147,10
26,32586,10
26,12954,10
26,19738,10
26,15060,10
26,473,10
26,12663,10
26,21869,10
26,11123,10
26,31847,10
26,21111,9
26,30843,9
26,4568,9
26,1668,9
26,31642,9
26,4521,9
26,15169,8
26,25151,8
26,11503,8
26,10093,8
26,25149,8
26,22944,8
26,21740,8
26,25144,8
26,32865,8
26,16651,8
26,28601,8
26,31526,8
26,31174,8
26,25152,7
26,25150,7
26,5332,7
26,5859,7
27,30574,31357
27,31155,1827
27,21689,1120
27,8717,838
27,21773,362
27,15048,329
27,19733,180
27,15067,163
27,11557,141
27,10932,132
27,22743,102
27,4522,91
27,31186,81
27,5207,75
27,4605,61
27,19742,59
27,12680,50
27,3389,44
27,17213,40
27,7725,40
27,31190,39
27,18045,37
27,9221,36
27,10891,36
27,31162,34
27,14552,32
27,30521,31
27,3371,30
27,3392,28
27,32077,27
27,1691,24
27,22753,23
27,1642,22
27,5858,21
27,31191,19
27,4615,19
27,31174,19
27,11590,18
27,10197,18
27,10210,18
27,31156,18
27,20849,17
27,2277,17
27,3611,17
27,11743,16
27,20774,16
27,10644,16
27,3377,16
27,1416,15
27,19738,14
27,15169,13
27,25152,13
27,923,13
27,4949,13
27,12452,13
27,31175,13
27,8055,12
27,31192,12
27,9477,12
27,25150,11
27,3379,11
27,30755,11
27,31173,11
27,14764,10
27,25147,10
27,3358,10
27,31188,10
27,22944,10
27,15060,10
27,8683,10
27,22689,9
27,25151,9
27,27535,9
27,25148,9
27,30756,9
27,4568,9
27,487,9
27,21685,9
27,10886,9
27,22545,8
27,14064,8
27,24997,8
27,31189,8
27,30843,8
27,4587,8
27,9638,8
27,12663,8
27,21740,8
27,31159,8
27,4230,8
27,31847,8
27,25167,7
27,27556,7
27,10093,7
27,25149,7
27,13116,7
27,4611,7
27,13053,7
27,31848,7
27,31164,7
28,30574,35420
28,31155,2191
28,21689,2006
28,8717,1916
28,21773,653
28,15048,509
28,19733,306
28,15067,305
28,11557,231
28,10641,190
28,22743,167
28,5207,123
28,31186,109
28,4605,107
28,4522,107
28,19742,101
28,3389,90
28,12680,90
28,5747,83
28,17213,81
28,5751,67
28,7725,66
28,10891,63
28,9221,58
28,18045,58
28,3392,57
28,31190,56
28,3371,53
28,14552,51
28,4615,50
28,11743,48
28,22753,46
28,10932,46
28,31430,46
28,1416,43
28,11590,42
28,3611,40
28,3379,37
28,10644,36
28,1642,34
28,5858,34
28,8055,32
28,31162,32
28,8683,31
28,25152,30
28,10197,30
28,20849,28
28,31156,28
28,1691,27
28,923,27
28,30755,27
28,4949,27
28,31505,27
28,9477,27
28,10210,26
28,15060,26
28,30521,25
28,31191,25
28,19738,25
28,9484,24
28,3358,23
28,20774,22
28,15169,22
28,32586,22
28,487,22
28,4017,21
28,205,20
28,22689,19
28,4568,19
28,2277,18
28,30756,18
28,12954,18
28,21685,18
28,12869,17
28,4031,17
28,17217,16
28,3377,16
28,21739,16
28,24960,15
28,21766,15
28,13053,15
28,32077,14
28,5481,14
28,9638,14
28,12663,14
28,13615,14
28,4016,14
28,2534,14
28,4521,14
28,10093,13
28,11978,13
28,4587,13
28,22944,13
28,18525,13
28,21740,13
28,32865,13
28,21501,13
28,4037,13
28,25151,12
28,25153,12
29,30574,5492
29,8717,867
29,21689,410
29,15048,170
29,21773,167
29,14552,151
29,17591,122
29,17213,49
29,18243,46
29,22743,45
29,3392,36
29,4522,35
29,11557,32
29,14467,28
29,30755,28
29,21685,27
29,24444,27
29,10197,26
29,1642,26
29,30756,26
29,12680,26
29,3389,25
29,30521,25
29,5207,24
29,10644,23
29,10656,23
29,9221,22
29,3371,21
29,10210,18
29,4949,18
29,9477,18
29,32865,18
29,8683,17
29,10922,17
29,25562,16
29,21739,16
29,10304,16
29,17601,15
29,21790,15
29,22753,13
29,32586,13
29,923,13
29,5481,13
29,15067,13
29,2705,13
29,22556,13
29,32764,13
29,22689,12
29,18045,12
29,8055,12
29,22545,12
29,18367,12
29,487,12
29,10093,11
29,31505,11
29,28031,11
29,676,11
29,25152,10
29,27535,10
29,3379,10
29,21766,10
29,12955,10
29,5751,9
29,17217,9
29,24999,9
29,19524,9
29,7725,9
29,21374,9
29,21803,9
29,679,9
29,11503,8
29,3377,8
29,9484,8
29,9638,8
29,24662,8
29,15392,8
29,28032,8
29,8680,8
29,20161,8
29,25151,7
29,25153,7
29,10641,7
29,2271,7
29,5105,7
29,3358,7
29,25149,7
29,10094,7
29,25000,7
29,30551,7
29,1416,7
29,29316,7
29,28052,7
29,19949,7
29,17596,7
29,677,7
29,20774,6
29,5090,6
29,32099,6
29,22733,6
29,680,6
357,30574,8024
357,11743,1074
357,11305,1018
357,26837,924
357,26771,762
357,11557,407
357,20939,377
357,15067,348
357,8717,345
357,22743,315
357,7725,249
357,15048,221
357,9221,179
357,26894,174
357,9801,161
357,26785,149
357,5207,130
357,12680,113
357,27199,101
357,26897,83
357,27398,80
357,17213,77
357,9336,76
357,5751,74
357,236,68
357,22034,66
357,3389,65
357,18045,64
357,10210,60
357,31617,56
357,3392,54
357,22753,53
357,11370,51
357,251,49
357,10644,47
357,26816,46
357,10197,45
357,261,45
357,20849,44
357,8517,44
357,28300,44
357,26842,42
357,11590,39
357,21024,38
357,3371,35
357,21989,35
357,9526,35
357,3358,33
357,20774,32
357,24960,31
357,26636,30
357,15060,30
357,30521,28
357,15169,27
357,26774,27
357,7457,26
357,18367,26
357,1642,25
357,923,25
357,11376,25
357,1691,22
357,8055,22
357,12663,22
357,240,21
357,5090,20
357,10641,20
357,248,20
357,31557,20
357,27412,20
357,5776,20
357,29011,19
357,14064,19
357,32586,19
357,26838,19
357,1581,19
357,27403,18
357,25152,17
357,22689,17
357,10093,17
357,20926,17
357,254,17
357,10094,16
357,17217,15
357,1659,15
357,272,15
357,6122,15
357,27535,14
357,26884,14
357,27401,14
357,1582,14
357,5444,13
357,12948,13
357,12940,13
357,18525,13
357,3379,12
357,22333,12
357,473,12
357,11379,12
357,9525,12
357,24771,11
359,30574,2651
359,26837,505
359,26771,422
359,11305,198
359,22743,187
359,15067,172
359,21689,160
359,11743,155
359,8717,151
359,11557,140
359,7725,113
359,9221,99
359,26894,95
359,27669,90
359,5207,81
359,10891,76
359,15048,73
359,26785,51
359,21773,49
359,12680,49
359,27398,45
359,26816,44
359,9801,43
359,20939,36
359,3392,33
359,3389,32
359,5751,32
359,26897,32
359,4605,30
359,22753,29
359,18045,29
359,27199,26
359,30521,26
359,11370,25
359,10644,23
359,20774,21
359,20849,21
359,26842,21
359,17213,20
359,15169,19
359,10197,19
359,10210,19
359,32586,17
359,11590,16
359,22034,16
359,1581,15
359,5090,14
359,21989,14
359,3371,13
359,3358,13
359,7654,13
359,12948,12
359,3379,12
359,26838,12
359,18367,11
359,2690,11
359,31557,11
359,26636,11
359,9526,11
359,1691,10
359,27556,10
359,11376,10
359,12663,10
359,1582,10
359,22545,9
359,14064,9
359,14764,9
359,1642,9
359,11503,9
359,23471,9
359,11978,9
359,27656,9
359,28751,9
359,15060,9
359,21953,9
359,27682,8
359,28300,8
359,26884,8
359,5776,8
359,13962,8
359,2687,8
359,7457,7
359,22689,7
359,5444,7
359,1659,7
359,5481,7
359,22333,7
359,27403,7
359,26774,7
359,6122,7
359,25647,7
359,22758,7
359,22733,7
359,11287,7
359,20781,6
359,30672,6
359,10093,6
359,25149,6
359,27412,6
359,22816,6
360,30574,25198
360,26837,2434
360,26771,2060
360,11743,1318
360,15048,1162
360,8717,621
360,11305,519
360,22743,477
360,15067,468
360,11557,440
360,26894,403
360,7725,381
360,5207,308
360,26785,241
360,27199,237
360,9221,194
360,9801,189
360,27398,158
360,12680,151
360,22753,133
360,7457,120
360,1691,105
360,22034,97
360,3389,94
360,5751,89
360,3392,88
360,18045,87
360,11370,84
360,26897,83
360,10197,83
360,17213,81
360,10210,75
360,10644,68
360,28235,64
360,5090,60
360,26816,60
360,20774,59
360,20849,59
360,30521,58
360,2056,57
360,21989,55
360,26842,55
360,1642,50
360,26636,48
360,11590,47
360,15169,46
360,3371,45
360,24960,44
360,28300,42
360,26774,41
360,923,39
360,15060,39
360,11376,36
360,22689,35
360,12663,35
360,11287,34
360,14064,32
360,1659,32
360,14652,32
360,5776,31
360,14649,31
360,7404,30
360,14653,29
360,27403,28
360,29190,28
360,1581,28
360,25152,25
360,25150,25
360,26884,25
360,26838,25
360,6122,25
360,10093,24
360,33114,23
360,18367,23
360,5444,22
360,28247,22
360,487,22
360,30464,22
360,25151,21
360,25167,21
360,14764,21
360,32586,21
360,3379,21
360,14650,21
360,31557,20
360,23349,20
360,14651,20
360,10094,19
360,29316,19
360,20125,19
360,20781,18
360,11314,18
360,3358,18
360,25148,18
360,22333,18
360,27412,18
360,29525,18
360,1582,18
360,25147,17
360,11978,17
365,30574,3562
365,8717,868
365,26837,489
365,11743,452
365,26771,422
365,22743,368
365,11305,344
365,15048,295
365,26894,268
365,11557,211
365,26785,202
365,20939,199
365,9221,188
365,27199,167
365,9801,162
365,5207,161
365,12680,158
365,240,144
365,27398,139
365,17213,121
365,15067,118
365,26897,100
365,7725,96
365,236,95
365,18045,93
365,8517,93
365,22034,92
365,5751,86
365,10210,86
365,22753,80
365,11590,76
365,10197,74
365,11370,73
365,26842,68
365,26816,68
365,10644,66
365,3389,63
365,251,63
365,28300,63
365,3392,61
365,15060,61
365,30464,60
365,31617,59
365,20849,51
365,21989,43
365,4949,42
365,9336,41
365,26636,41
365,20774,38
365,923,38
365,7457,37
365,11376,37
365,1642,36
365,30521,35
365,20926,35
365,9526,35
365,5090,34
365,9360,34
365,24960,33
365,15169,33
365,248,33
365,1691,32
365,3371,32
365,32586,32
365,261,32
365,10641,31
365,26774,31
365,1659,29
365,25153,28
365,254,28
365,27403,28
365,27412,28
365,18367,27
365,10093,27
365,12663,27
365,12940,26
365,10094,25
365,11293,25
365,25152,24
365,31155,24
365,26838,24
365,5776,24
365,13150,24
365,30444,24
365,1416,23
365,8055,22
365,31557,22
365,25765,21
365,22973,21
365,22689,21
365,28751,21
365,473,21
365,24357,21
365,1581,21
365,272,20
365,5481,20
365,27401,20
365,6122,20
365,1582,20
365,21384,19
378,30574,55030
378,11557,3461
378,11305,2880
378,8717,1929
378,11743,1777
378,6953,1441
378,7457,1334
378,33114,999
378,6857,835
378,6888,747
378,6895,542
378,17124,541
378,6828,512
378,32989,437
378,5207,401
378,22743,392
378,19974,386
378,7404,325
378,1691,315
378,6960,301
378,15048,295
378,6838,284
378,17129,249
378,16799,214
378,6914,180
378,26735,160
378,6920,149
378,24960,142
378,11590,138
378,33165,138
378,2104,134
378,16805,124
378,6976,114
378,18045,113
378,22034,107
378,4949,107
378,6829,105
378,6977,104
378,11505,103
378,25014,101
378,17090,97
378,18367,94
378,22753,92
378,26785,91
378,30521,85
378,12680,83
378,25114,81
378,9221,76
378,25765,75
378,30573,75
378,17213,72
378,19983,70
378,30860,69
378,6847,67
378,20849,66
378,6949,65
378,11497,63
378,6909,63
378,11370,61
378,6597,61
378,6948,61
378,22689,60
378,25034,60
378,6973,60
378,33012,59
378,27535,59
378,17086,54
378,20774,53
378,12315,53
378,26740,53
378,26837,52
378,15169,50
378,6836,50
378,206,49
378,32586,48
378,21892,48
378,12323,48
378,3371,46
378,25020,46
378,30590,46
378,17591,45
378,20824,43
378,33150,43
378,6866,42
378,20785,42
378,19445,42
378,25011,41
378,2277,41
378,6969,41
378,15285,41
378,15067,41
378,18886,40
378,25234,40
378,26897,40
378,26771,40
378,33124,39
378,10197,39
378,25033,39
378,12296,39
378,7725,39
597,30574,14205
597,21689,416
597,20673,304
597,8717,248
597,11557,168
597,21773,163
597,19733,116
597,15048,85
597,23970,83
597,10891,68
597,5207,49
597,22743,48
597,19742,41
597,31155,40
597,4605,37
597,11743,32
597,8683,20
597,9221,16
597,18045,16
597,30521,16
597,4615,16
597,16651,15
597,8055,14
597,615,12
597,1642,12
597,7275,11
597,11590,10
597,5090,10
597,19738,10
597,7725,10
597,617,10
597,20693,10
597,20849,9
597,12680,9
597,15067,9
597,17366,9
597,3371,8
597,17213,8
597,22753,7
597,3389,7
597,3392,7
597,14552,7
597,25146,7
597,21685,7
597,19749,7
597,2104,6
597,20774,6
597,27535,6
597,25147,6
597,603,6
597,32586,6
597,19524,6
597,19735,6
597,28052,6
597,7668,6
597,26067,6
597,23969,6
597,23985,6
597,11505,5
597,22689,5
597,5444,5
597,27556,5
597,22545,5
597,2277,5
597,20279,5
597,3379,5
597,25149,5
597,25148,5
597,30755,5
597,3611,5
597,21766,5
597,9147,5
597,8573,5
597,8680,5
597,28014,5
597,25153,4
597,11503,4
597,10210,4
597,24999,4
597,1416,4
597,3596,4
597,15060,4
597,4617,4
597,25145,4
597,25144,4
597,10886,4
597,9959,4
597,20159,4
597,21501,4
597,25143,4
597,26068,4
597,21044,4
597,17886,4
597,25485,4
597,14764,3
597,31656,3
597,4568,3
597,23349,3
597,30860,3
597,1668,3
599,30574,12293
599,8717,1358
599,21689,1229
599,21773,544
599,10891,473
599,11557,470
599,15048,333
599,23970,231
599,20673,162
599,22743,138
599,5207,131
599,8683,111
599,19733,71
599,28052,67
599,7725,58
599,30521,48
599,11743,45
599,12680,45
599,15067,42
599,18045,38
599,8055,38
599,1642,38
599,4949,38
599,19742,38
599,1416,36
599,22753,29
599,23471,29
599,10886,29
599,20849,27
599,8680,27
599,28014,25
599,9221,23
599,17213,23
599,31505,23
599,23969,23
599,16651,22
599,7275,22
599,27669,19
599,3389,18
599,22689,18
599,14552,18
599,617,18
599,23985,18
599,2277,17
599,5051,17
599,17366,17
599,4605,16
599,5481,16
599,28422,16
599,15169,15
599,11590,14
599,3392,14
599,5090,14
599,9484,14
599,8346,14
599,15060,14
599,25146,14
599,21685,14
599,8573,14
599,21766,13
599,3371,12
599,20781,12
599,27556,12
599,21274,12
599,21739,12
599,24526,12
599,9477,12
599,10693,12
599,28009,12
599,23992,12
599,25147,11
599,7654,11
599,21374,11
599,28046,11
599,21713,11
599,20774,10
599,615,10
599,27535,10
599,10197,10
599,22545,10
599,14764,10
599,603,10
599,30755,10
599,25145,10
599,25144,10
599,27368,10
599,28031,10
599,29506,10
599,11497,9
599,2271,9
599,32586,9
599,14370,9
599,23040,9
599,21501,9
599,17886,9
599,25150,8
599,5444,8
599,25149,8
599,30756,8
599,26816,8
706,30574,36492
706,15048,1583
706,21689,874
706,23931,559
706,21773,401
706,7725,376
706,14552,336
706,8717,308
706,22743,200
706,11557,191
706,26636,158
706,15067,148
706,12680,145
706,11743,141
706,5207,134
706,23909,123
706,3389,73
706,3392,65
706,9221,59
706,2305,45
706,3371,43
706,18045,39
706,22753,35
706,1642,35
706,2271,31
706,25562,31
706,2277,29
706,23970,29
706,12663,26
706,20849,25
706,21685,24
706,10891,22
706,15060,21
706,20774,20
706,14467,20
706,3379,19
706,28014,19
706,22689,17
706,611,17
706,23923,17
706,8683,16
706,30521,15
706,22545,15
706,3377,15
706,20159,15
706,13458,15
706,23034,15
706,615,14
706,16773,14
706,31656,14
706,8706,14
706,23922,14
706,16590,14
706,14764,13
706,3358,13
706,30756,13
706,14408,13
706,15057,13
706,7612,13
706,15169,12
706,14487,12
706,5481,11
706,12692,11
706,2104,10
706,5090,10
706,14064,10
706,941,10
706,30755,10
706,31528,10
706,13962,10
706,23939,10
706,2335,9
706,1078,9
706,28052,9
706,31557,9
706,30766,9
706,10693,9
706,27535,8
706,603,8
706,1416,8
706,23349,8
706,14752,8
706,10304,8
706,1669,8
706,23549,8
706,31340,8
706,18520,8
706,15050,8
706,5444,7
706,18367,7
706,15285,7
706,4605,7
706,21739,7
706,23040,7
706,21803,7
706,28046,7
706,28031,7
706,16651,7
706,7614,7
706,7721,7
870,30574,2960
870,11557,697
870,19052,381
870,13561,311
870,13547,141
870,11743,107
870,26837,100
870,33114,98
870,26771,96
870,22743,88
870,1691,81
870,19083,80
870,5207,72
870,1540,69
870,2593,63
870,25223,58
870,19141,57
870,11590,56
870,11305,51
870,27705,51
870,27199,47
870,19103,47
870,32989,46
870,7824,43
870,8717,39
870,7739,37
870,19125,35
870,18886,31
870,22753,31
870,9221,31
870,13575,31
870,16205,31
870,18045,29
870,19064,29
870,7787,28
870,29011,26
870,7778,25
870,19160,24
870,30729,24
870,19065,24
870,1953,24
870,29452,22
870,1542,22
870,7725,22
870,27176,22
870,13565,21
870,7806,20
870,12148,20
870,1128,18
870,20939,18
870,30521,18
870,19165,18
870,1078,17
870,11535,17
870,19079,17
870,7746,17
870,7784,15
870,26894,14
870,19071,14
870,7763,14
870,13568,14
870,2104,13
870,20774,13
870,32586,13
870,12660,13
870,11497,12
870,2595,12
870,13555,12
870,19152,12
870,15169,11
870,25167,11
870,31133,11
870,12680,11
870,19146,11
870,7807,11
870,24960,10
870,11505,10
870,25150,10
870,19102,10
870,22789,10
870,13564,10
870,27646,10
870,12654,10
870,14432,10
870,12659,10
870,25765,9
870,20849,9
870,25151,9
870,26138,9
870,24996,9
870,20047,9
870,10729,9
870,11644,9
870,20856,9
870,25153,8
870,25149,8
870,22944,8
870,19127,8
870,19086,8
870,25093,8
900,30574,7612
900,8717,751
900,21689,418
900,24526,142
900,21773,94
900,4605,66
900,27095,64
900,11557,60
900,25630,59
900,19733,47
900,22743,40
900,11743,32
900,27111,29
900,24567,24
900,23334,23
900,19742,23
900,17213,21
900,28052,21
900,27048,21
900,9221,20
900,26138,19
900,18640,19
900,3611,18
900,18045,16
900,10197,16
900,30521,15
900,11221,15
900,28009,15
900,5207,14
900,3389,14
900,22545,14
900,10210,13
900,6122,13
900,28800,13
900,25627,13
900,3392,12
900,5090,12
900,27368,12
900,8993,12
900,15714,12
900,12805,12
900,15048,11
900,9477,11
900,1642,10
900,1416,10
900,8683,10
900,27089,9
900,4615,9
900,4594,9
900,20774,8
900,22034,8
900,3358,8
900,18130,8
900,12869,8
900,12663,8
900,27387,8
900,20849,7
900,2277,7
900,10093,7
900,25148,7
900,25506,7
900,7879,7
900,16651,7
900,3868,7
900,10644,6
900,14064,6
900,18168,6
900,4561,6
900,12680,6
900,28031,6
900,28032,6
900,24493,6
900,22753,5
900,22689,5
900,3371,5
900,8055,5
900,10094,5
900,23471,5
900,4949,5
900,9484,5
900,28751,5
900,17384,5
900,21803,5
900,20166,5
900,25546,5
900,15554,5
900,29799,5
900,23590,5
900,28017,5
900,21989,4
900,27535,4
900,5951,4
900,10316,4
900,10693,4
